"YEAR","ELECTION_E","ELECTION_F","PROVINCE_ID","PROVINCE_E","PROVINCE_F","GENDER_E","GENDER_F","AGE_GROUP_ID","AGE_GROUP_E","AGE_GROUP_F","VOTES","ELIGIBLE_ELECTORS","TURNOUT_ELIGIBLE_ELECTOR"
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Female","Femme",9,"75 years and over","75 ans et plus",19259,30922,0.6228012899
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Female","Femme",10,"All ages","Tous les âges",205433,307050,0.6690531433
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",1,"First time","1re fois",4764,11959,0.398360055
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",2,"Not first time","2e fois ou plus",7798,20286,0.3844037016
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",3,"18 to 24 years","18 à 24 ans",12562,32246,0.3895798859
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",4,"25 to 34 years","25 à 34 ans",19009,44677,0.4254904068
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",5,"35 to 44 years","35 à 44 ans",28198,48136,0.5857948332
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",6,"45 to 54 years","45 à 54 ans",41499,59393,0.6987219647
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",7,"55 to 64 years","55 à 64 ans",42626,54098,0.7879405164
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",8,"65 to 74 years","65 à 74 ans",27528,31884,0.8633952954
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",9,"75 years and over","75 ans et plus",15352,20003,0.7674657094
2011,"GE 41, 2011","ÉG 41, 2011",13,"New Brunswick","Nouveau-Brunswick","Male","Homme",10,"All ages","Tous les âges",186775,290437,0.6430835057
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",1,"First time","1re fois",120008,248863,0.4822265223
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",2,"Not first time","2e fois ou plus",177848,412958,0.4306689646
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",297857,661821,0.4500560187
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",543014,962964,0.5638986948
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",572469,949978,0.6026135881
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",833049,1228261,0.6782341565
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",807951,1063165,0.7599488427
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",540499,676771,0.7986434091
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",9,"75 years and over","75 ans et plus",258281,527032,0.4900676609
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","All genders","Tous les genres",10,"All ages","Tous les âges",3853120,6069992,0.6347816939
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",1,"First time","1re fois",62215,121454,0.512248504
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",2,"Not first time","2e fois ou plus",94042,200783,0.468375889
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",3,"18 to 24 years","18 à 24 ans",156257,322237,0.4849118565
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",4,"25 to 34 years","25 à 34 ans",289910,471007,0.6155106415
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",5,"35 to 44 years","35 à 44 ans",297058,463756,0.640548707
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",6,"45 to 54 years","45 à 54 ans",431578,612665,0.7044273911
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",7,"55 to 64 years","55 à 64 ans",417133,542165,0.7693836795
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",8,"65 to 74 years","65 à 74 ans",270547,354041,0.7641677664
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",9,"75 years and over","75 ans et plus",133323,321450,0.4147556523
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Female","Femme",10,"All ages","Tous les âges",1995806,3087322,0.6464522278
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",1,"First time","1re fois",57794,127409,0.453607771
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",2,"Not first time","2e fois ou plus",83806,212175,0.3949866077
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",3,"18 to 24 years","18 à 24 ans",141600,339584,0.4169807506
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",4,"25 to 34 years","25 à 34 ans",253104,491957,0.5144846234
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",5,"35 to 44 years","35 à 44 ans",275411,486222,0.5664312666
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",6,"45 to 54 years","45 à 54 ans",401470,615596,0.6521656016
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",7,"55 to 64 years","55 à 64 ans",390818,520999,0.7501307145
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",8,"65 to 74 years","65 à 74 ans",269952,322730,0.8364638183
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",9,"75 years and over","75 ans et plus",124958,205582,0.6078260191
2011,"GE 41, 2011","ÉG 41, 2011",24,"Quebec","Québec","Male","Homme",10,"All ages","Tous les âges",1857314,2982671,0.6227016848
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",1,"First time","1re fois",163723,410119,0.3992072008
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",2,"Not first time","2e fois ou plus",274721,738455,0.372021329
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",438444,1148575,0.3817285349
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",677578,1576337,0.4298434678
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",897038,1688446,0.5312800893
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",1230609,1941361,0.6338901013
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",1104031,1553305,0.7107620878
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",697249,936450,0.7445667121
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",9,"75 years and over","75 ans et plus",511659,795974,0.6428086338
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","All genders","Tous les genres",10,"All ages","Tous les âges",5556608,9640448,0.5763848332
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",1,"First time","1re fois",82885,200086,0.4142452491
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",2,"Not first time","2e fois ou plus",138685,359031,0.3862767529
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",3,"18 to 24 years","18 à 24 ans",221570,559118,0.3962855776
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",4,"25 to 34 years","25 à 34 ans",350369,795776,0.4402853912
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",5,"35 to 44 years","35 à 44 ans",472326,844056,0.5595909816
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",6,"45 to 54 years","45 à 54 ans",641051,968418,0.6619575589
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",7,"55 to 64 years","55 à 64 ans",566036,792359,0.7143678354
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",8,"65 to 74 years","65 à 74 ans",355424,491694,0.7228559129
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",9,"75 years and over","75 ans et plus",277096,474092,0.5844773889
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Female","Femme",10,"All ages","Tous les âges",2883872,4925513,0.5854968797
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",1,"First time","1re fois",80838,210033,0.384881344
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",2,"Not first time","2e fois ou plus",136036,379424,0.3585320863
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",3,"18 to 24 years","18 à 24 ans",216874,589457,0.3679207538
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",4,"25 to 34 years","25 à 34 ans",327210,780561,0.4191980035
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",5,"35 to 44 years","35 à 44 ans",424712,844390,0.5029803913
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",6,"45 to 54 years","45 à 54 ans",589558,972943,0.6059531998
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",7,"55 to 64 years","55 à 64 ans",537994,760946,0.707007487
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",8,"65 to 74 years","65 à 74 ans",341826,444756,0.7685687918
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",9,"75 years and over","75 ans et plus",234563,321882,0.7287232865
2011,"GE 41, 2011","ÉG 41, 2011",35,"Ontario","Ontario","Male","Homme",10,"All ages","Tous les âges",2672736,4714935,0.5668658265
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",1,"First time","1re fois",12558,41248,0.3044449752
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",2,"Not first time","2e fois ou plus",23526,71740,0.3279272792
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",36083,112989,0.3193546579
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",63590,148311,0.428763277
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",75756,144077,0.5257974803
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",105045,171422,0.6127842689
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",100228,145334,0.6896419634
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",59616,85648,0.6960584562
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",9,"75 years and over","75 ans et plus",53022,77443,0.6846544929
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","All genders","Tous les genres",10,"All ages","Tous les âges",493340,885224,0.5573055232
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",1,"First time","1re fois",6461,20258,0.3189282645
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",2,"Not first time","2e fois ou plus",12075,34879,0.3461928835
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",3,"18 to 24 years","18 à 24 ans",18536,55137,0.3361755918
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",4,"25 to 34 years","25 à 34 ans",33388,72793,0.4586671283
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",5,"35 to 44 years","35 à 44 ans",39065,71032,0.549957332
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",6,"45 to 54 years","45 à 54 ans",52458,84098,0.6237749649
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",7,"55 to 64 years","55 à 64 ans",51322,73382,0.6993785878
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",8,"65 to 74 years","65 à 74 ans",31162,44693,0.69723467
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",9,"75 years and over","75 ans et plus",30706,46879,0.6550006921
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Female","Femme",10,"All ages","Tous les âges",256636,448014,0.5728289662
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",1,"First time","1re fois",6097,20991,0.2904673717
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",2,"Not first time","2e fois ou plus",11451,36861,0.3106439424
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",3,"18 to 24 years","18 à 24 ans",17548,57852,0.303323184
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",4,"25 to 34 years","25 à 34 ans",30202,75517,0.3999379688
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",5,"35 to 44 years","35 à 44 ans",36691,73045,0.5023034573
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",6,"45 to 54 years","45 à 54 ans",52587,87324,0.602199625
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",7,"55 to 64 years","55 à 64 ans",48907,71952,0.6797118669
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",8,"65 to 74 years","65 à 74 ans",28454,40955,0.6947748754
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",9,"75 years and over","75 ans et plus",22316,30564,0.7301377219
2011,"GE 41, 2011","ÉG 41, 2011",46,"Manitoba","Manitoba","Male","Homme",10,"All ages","Tous les âges",236704,437209,0.5413984277
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",1,"First time","1re fois",11868,36556,0.3246523925
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",2,"Not first time","2e fois ou plus",18807,65342,0.2878305104
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",30675,101898,0.3010405287
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",50895,131698,0.3864523581
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",56782,115242,0.4927161549
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",92898,146375,0.6346570301
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",98754,124430,0.7936521146
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",68686,73155,0.9389139512
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",9,"75 years and over","75 ans et plus",57810,72526,0.7970933899
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",10,"All ages","Tous les âges",456501,765325,0.5964799242
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",1,"First time","1re fois",5947,17706,0.3358895024
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",2,"Not first time","2e fois ou plus",9680,31768,0.3046967564
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",3,"18 to 24 years","18 à 24 ans",15627,49475,0.3158601214
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",4,"25 to 34 years","25 à 34 ans",26835,65868,0.4074104665
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",5,"35 to 44 years","35 à 44 ans",29148,57436,0.5074879466
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",6,"45 to 54 years","45 à 54 ans",47652,73309,0.65000745
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",7,"55 to 64 years","55 à 64 ans",49264,61943,0.7953119633
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",8,"65 to 74 years","65 à 74 ans",33924,37867,0.8958786167
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",9,"75 years and over","75 ans et plus",29953,43083,0.6952312394
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Female","Femme",10,"All ages","Tous les âges",232403,388980,0.5974661186
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",1,"First time","1re fois",5921,18850,0.314097363
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",2,"Not first time","2e fois ou plus",9128,33573,0.2718709773
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",3,"18 to 24 years","18 à 24 ans",15048,52424,0.287054604
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",4,"25 to 34 years","25 à 34 ans",24060,65830,0.3654819771
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",5,"35 to 44 years","35 à 44 ans",27634,57807,0.4780392262
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",6,"45 to 54 years","45 à 54 ans",45246,73066,0.6192554723
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",7,"55 to 64 years","55 à 64 ans",49491,62488,0.7920067424
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",8,"65 to 74 years","65 à 74 ans",34762,35288,0.9850949404
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",9,"75 years and over","75 ans et plus",27858,29443,0.9461424586
2011,"GE 41, 2011","ÉG 41, 2011",47,"Saskatchewan","Saskatchewan","Male","Homme",10,"All ages","Tous les âges",224098,376345,0.5954606191
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",1,"First time","1re fois",43446,120073,0.3618275535
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",2,"Not first time","2e fois ou plus",75876,234103,0.3241127753
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",119321,354176,0.3368988296
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",198696,524976,0.3784849768
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",235939,483882,0.4875957897
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",315130,527321,0.5976049261
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",264219,404701,0.65287375
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",153612,212870,0.7216224067
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",9,"75 years and over","75 ans et plus",113758,170783,0.6660945597
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","All genders","Tous les genres",10,"All ages","Tous les âges",1400674,2678710,0.5228912528
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",1,"First time","1re fois",21703,57737,0.3758982933
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",2,"Not first time","2e fois ou plus",38991,113800,0.3426274863
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",3,"18 to 24 years","18 à 24 ans",60694,171537,0.3538260388
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",4,"25 to 34 years","25 à 34 ans",102926,246420,0.4176859151
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",5,"35 to 44 years","35 à 44 ans",119920,230911,0.5193362918
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",6,"45 to 54 years","45 à 54 ans",159870,256891,0.6223238441
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",7,"55 to 64 years","55 à 64 ans",133700,199621,0.6697688493
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",8,"65 to 74 years","65 à 74 ans",79392,109124,0.7275381699
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",9,"75 years and over","75 ans et plus",61795,99821,0.6190525517
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Female","Femme",10,"All ages","Tous les âges",718297,1314325,0.5465137346
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",1,"First time","1re fois",21742,62335,0.3487947576
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",2,"Not first time","2e fois ou plus",36885,120304,0.306599064
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",3,"18 to 24 years","18 à 24 ans",58627,182639,0.3210006107
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",4,"25 to 34 years","25 à 34 ans",95769,278556,0.3438065455
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",5,"35 to 44 years","35 à 44 ans",116019,252972,0.4586233009
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",6,"45 to 54 years","45 à 54 ans",155260,270430,0.5741235295
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",7,"55 to 64 years","55 à 64 ans",130519,205080,0.6364283877
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",8,"65 to 74 years","65 à 74 ans",74220,103746,0.7153999468
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",9,"75 years and over","75 ans et plus",51963,70962,0.7322680364
2011,"GE 41, 2011","ÉG 41, 2011",48,"Alberta","Alberta","Male","Homme",10,"All ages","Tous les âges",682377,1364385,0.5001354856
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",1,"First time","1re fois",52355,132978,0.3937152782
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",2,"Not first time","2e fois ou plus",100648,250234,0.4022139598
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",153003,383212,0.3992648416
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",224094,537215,0.417139889
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",303236,560752,0.5407660434
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",430001,660892,0.6506365904
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",381319,581435,0.6558241692
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",227462,347835,0.6539370064
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",9,"75 years and over","75 ans et plus",160189,289425,0.5534724425
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",10,"All ages","Tous les âges",1879304,3360767,0.5591889534
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","Female","Femme",1,"First time","1re fois",28122,63905,0.4400546565
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","Female","Femme",2,"Not first time","2e fois ou plus",49246,121626,0.404892548
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","Female","Femme",3,"18 to 24 years","18 à 24 ans",77367,185531,0.4170039289
2011,"GE 41, 2011","ÉG 41, 2011",59,"British Columbia","Colombie-Britannique","Female","Femme",4,"25 to 34 years","25 à 34 ans",116773,269360,0.4335217555
