"YEAR","ELECTION_E","ELECTION_F","PROVINCE_ID","PROVINCE_E","PROVINCE_F","GENDER_E","GENDER_F","AGE_GROUP_ID","AGE_GROUP_E","AGE_GROUP_F","VOTES","ELIGIBLE_ELECTORS","TURNOUT_ELIGIBLE_ELECTOR"
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",1,"First time","1re fois",418632,729429,0.573917073
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",2,"Not first time","2e fois ou plus",242282,446939,0.542091217
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",660914,1176369,0.561825435
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",918073,1660664,0.552835042
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",966466,1624650,0.594876543
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",1240847,1904992,0.651365817
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",1253871,1742827,0.719446567
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",909133,1174034,0.774366589
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",9,"75 years and over","75 ans et plus",623075,929812,0.670108404
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","All genders","Tous les genres",10,"All ages","Tous les âges",6572378,10213347,0.6435087359
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",1,"First time","1re fois",213477,353753,0.603464006
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",2,"Not first time","2e fois ou plus",125074,219977,0.568574518
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",3,"18 to 24 years","18 à 24 ans",338551,573730,0.590086812
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",4,"25 to 34 years","25 à 34 ans",484176,843948,0.573703942
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",5,"35 to 44 years","35 à 44 ans",513579,830901,0.618098394
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",6,"45 to 54 years","45 à 54 ans",643707,956959,0.672658339
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",7,"55 to 64 years","55 à 64 ans",651184,889277,0.732261717
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",8,"65 to 74 years","65 à 74 ans",468683,615872,0.761007576
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",9,"75 years and over","75 ans et plus",337195,547112,0.616317721
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Female","Femme",10,"All ages","Tous les âges",3437075,5257801,0.6537095517
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",1,"First time","1re fois",205155,375677,0.546094441
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",2,"Not first time","2e fois ou plus",117208,226962,0.516422882
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",3,"18 to 24 years","18 à 24 ans",322363,602638,0.534919731
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",4,"25 to 34 years","25 à 34 ans",433897,816716,0.531270302
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",5,"35 to 44 years","35 à 44 ans",452887,793748,0.570567736
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",6,"45 to 54 years","45 à 54 ans",597140,948033,0.629872807
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",7,"55 to 64 years","55 à 64 ans",602687,853549,0.706094997
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",8,"65 to 74 years","65 à 74 ans",440449,558162,0.789106829
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",9,"75 years and over","75 ans et plus",285880,382700,0.7470082
2015,"GE 42, 2015","ÉG 42, 2015",35,"Ontario","Ontario","Male","Homme",10,"All ages","Tous les âges",3135303,4955546,0.6326857401
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",1,"First time","1re fois",41423,70188,0.590169779
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",2,"Not first time","2e fois ou plus",23043,41968,0.549054394
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",64466,112156,0.57478471
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",88247,155150,0.568786901
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",89969,144315,0.62342006
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",104306,159602,0.653536848
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",113825,157179,0.724177137
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",82008,104818,0.782377558
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",9,"75 years and over","75 ans et plus",60420,83912,0.720033796
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","All genders","Tous les genres",10,"All ages","Tous les âges",603240,917132,0.6577457969
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",1,"First time","1re fois",21759,34116,0.637816491
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",2,"Not first time","2e fois ou plus",11670,20689,0.564075145
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",3,"18 to 24 years","18 à 24 ans",33430,54805,0.60997832
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",4,"25 to 34 years","25 à 34 ans",47572,77112,0.616918213
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",5,"35 to 44 years","35 à 44 ans",46348,73336,0.631995779
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",6,"45 to 54 years","45 à 54 ans",54570,78727,0.693152236
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",7,"55 to 64 years","55 à 64 ans",58581,77864,0.752356485
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",8,"65 to 74 years","65 à 74 ans",43357,53754,0.806595042
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",9,"75 years and over","75 ans et plus",35130,50599,0.694291429
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Female","Femme",10,"All ages","Tous les âges",318989,466196,0.6842366706
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",1,"First time","1re fois",19663,36073,0.545108154
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",2,"Not first time","2e fois ou plus",11372,21278,0.534449424
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",3,"18 to 24 years","18 à 24 ans",31036,57351,0.541153538
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",4,"25 to 34 years","25 à 34 ans",40675,78038,0.521226215
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",5,"35 to 44 years","35 à 44 ans",43621,70979,0.614559597
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",6,"45 to 54 years","45 à 54 ans",49736,80875,0.614973697
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",7,"55 to 64 years","55 à 64 ans",55244,79315,0.696513358
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",8,"65 to 74 years","65 à 74 ans",38650,51065,0.756884762
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",9,"75 years and over","75 ans et plus",25289,33314,0.759132723
2015,"GE 42, 2015","ÉG 42, 2015",46,"Manitoba","Manitoba","Male","Homme",10,"All ages","Tous les âges",284251,450936,0.6303584407
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",1,"First time","1re fois",34775,62165,0.559403736
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",2,"Not first time","2e fois ou plus",22750,38966,0.583825891
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",57525,101131,0.568813733
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",96310,152040,0.633456008
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",80448,126661,0.635148435
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",93565,135324,0.691414665
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",105503,140185,0.752601582
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",67548,86386,0.781936779
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",9,"75 years and over","75 ans et plus",52892,77492,0.68255089
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","All genders","Tous les genres",10,"All ages","Tous les âges",553792,819218,0.6760011074
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",1,"First time","1re fois",18169,29359,0.618859557
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",2,"Not first time","2e fois ou plus",11894,18416,0.645868666
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",3,"18 to 24 years","18 à 24 ans",30063,47775,0.629270867
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",4,"25 to 34 years","25 à 34 ans",49662,74261,0.668746637
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",5,"35 to 44 years","35 à 44 ans",42221,61585,0.685563474
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",6,"45 to 54 years","45 à 54 ans",49115,66109,0.74294107
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",7,"55 to 64 years","55 à 64 ans",53126,69032,0.769579888
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",8,"65 to 74 years","65 à 74 ans",35535,44167,0.804545875
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",9,"75 years and over","75 ans et plus",30194,45929,0.657406155
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Female","Femme",10,"All ages","Tous les âges",289915,408858,0.7090843407
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",1,"First time","1re fois",16606,32806,0.506195055
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",2,"Not first time","2e fois ou plus",10855,20550,0.52822725
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",3,"18 to 24 years","18 à 24 ans",27461,53356,0.514680867
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",4,"25 to 34 years","25 à 34 ans",46649,77779,0.599761511
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",5,"35 to 44 years","35 à 44 ans",38228,65075,0.587437036
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",6,"45 to 54 years","45 à 54 ans",44450,69215,0.642200862
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",7,"55 to 64 years","55 à 64 ans",52377,71152,0.73612915
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",8,"65 to 74 years","65 à 74 ans",32014,42219,0.758284229
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",9,"75 years and over","75 ans et plus",22698,31563,0.719140296
2015,"GE 42, 2015","ÉG 42, 2015",47,"Saskatchewan","Saskatchewan","Male","Homme",10,"All ages","Tous les âges",263877,410359,0.6430389043
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",1,"First time","1re fois",136543,220471,0.619325008
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",2,"Not first time","2e fois ou plus",80907,144769,0.558868503
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",217450,365240,0.595361994
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",353518,607418,0.582001133
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",335059,544396,0.615468625
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",350365,535000,0.654887328
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",340571,481137,0.707846669
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",207706,271659,0.76458271
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",9,"75 years and over","75 ans et plus",132559,198977,0.666203595
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","All genders","Tous les genres",10,"All ages","Tous les âges",1937228,3003828,0.6449198266
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",1,"First time","1re fois",71405,106199,0.672375722
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",2,"Not first time","2e fois ou plus",40316,70038,0.575628214
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",3,"18 to 24 years","18 à 24 ans",111721,176236,0.633927506
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",4,"25 to 34 years","25 à 34 ans",180011,296044,0.608055145
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",5,"35 to 44 years","35 à 44 ans",174977,262934,0.665477795
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",6,"45 to 54 years","45 à 54 ans",181098,258218,0.701337511
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",7,"55 to 64 years","55 à 64 ans",170375,234760,0.725741564
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",8,"65 to 74 years","65 à 74 ans",106661,139027,0.767199866
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",9,"75 years and over","75 ans et plus",72141,116165,0.621020355
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Female","Femme",10,"All ages","Tous les âges",996983,1483383,0.6721011016
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",1,"First time","1re fois",65138,114272,0.570022303
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",2,"Not first time","2e fois ou plus",40591,74732,0.54316148
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",3,"18 to 24 years","18 à 24 ans",105729,189004,0.559401585
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",4,"25 to 34 years","25 à 34 ans",173507,311374,0.557229904
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",5,"35 to 44 years","35 à 44 ans",160082,281462,0.568751521
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",6,"45 to 54 years","45 à 54 ans",169267,276782,0.611552686
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",7,"55 to 64 years","55 à 64 ans",170196,246377,0.690795588
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",8,"65 to 74 years","65 à 74 ans",101045,132632,0.761839374
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",9,"75 years and over","75 ans et plus",60419,82812,0.729584465
2015,"GE 42, 2015","ÉG 42, 2015",48,"Alberta","Alberta","Male","Homme",10,"All ages","Tous les âges",940245,1520444,0.618401102
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",1,"First time","1re fois",150203,228454,0.657477149
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",2,"Not first time","2e fois ou plus",83179,136831,0.607898284
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",233382,365285,0.638905594
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",325107,544431,0.597150007
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",339044,530067,0.639624821
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",419512,626741,0.669354384
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",464248,633214,0.733161424
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",355333,443678,0.800879665
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",9,"75 years and over","75 ans et plus",237691,339457,0.700209897
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","All genders","Tous les genres",10,"All ages","Tous les âges",2374317,3482872,0.6817123166
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",1,"First time","1re fois",76245,108782,0.700900366
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",2,"Not first time","2e fois ou plus",42724,65782,0.64947228
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",3,"18 to 24 years","18 à 24 ans",118969,174564,0.681520397
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",4,"25 to 34 years","25 à 34 ans",171655,274626,0.625050618
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",5,"35 to 44 years","35 à 44 ans",178640,267438,0.66796754
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",6,"45 to 54 years","45 à 54 ans",221178,318643,0.694123446
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",7,"55 to 64 years","55 à 64 ans",246282,320198,0.769154226
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",8,"65 to 74 years","65 à 74 ans",180877,225337,0.802696242
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",9,"75 years and over","75 ans et plus",127565,191377,0.666562566
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Female","Femme",10,"All ages","Tous les âges",1245166,1772184,0.7026165469
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",1,"First time","1re fois",73958,119672,0.618005349
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",2,"Not first time","2e fois ou plus",40455,71048,0.569405854
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",3,"18 to 24 years","18 à 24 ans",114413,190720,0.599900745
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",4,"25 to 34 years","25 à 34 ans",153451,269804,0.568750728
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",5,"35 to 44 years","35 à 44 ans",160404,262629,0.610763067
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",6,"45 to 54 years","45 à 54 ans",198334,308098,0.643737539
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",7,"55 to 64 years","55 à 64 ans",217967,313016,0.696342788
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",8,"65 to 74 years","65 à 74 ans",174455,218341,0.799004879
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",9,"75 years and over","75 ans et plus",110127,148080,0.743695135
2015,"GE 42, 2015","ÉG 42, 2015",59,"British Columbia","Colombie-Britannique","Male","Homme",10,"All ages","Tous les âges",1129151,1710688,0.6600566248
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",1,"First time","1re fois",997,1795,0.555606232
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",2,"Not first time","2e fois ou plus",732,1215,0.603002361
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",3,"18 to 24 years","18 à 24 ans",1730,3009,0.574735217
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",4,"25 to 34 years","25 à 34 ans",3510,4836,0.725746895
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",5,"35 to 44 years","35 à 44 ans",3101,4760,0.651451782
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",6,"45 to 54 years","45 à 54 ans",3837,5141,0.746248929
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",7,"55 to 64 years","55 à 64 ans",4737,5535,0.855835023
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",8,"65 to 74 years","65 à 74 ans",2399,2917,0.822204824
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",9,"75 years and over","75 ans et plus",1072,1273,0.841808101
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","All genders","Tous les genres",10,"All ages","Tous les âges",20385,27473,0.7419988706
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",1,"First time","1re fois",562,862,0.651365917
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",2,"Not first time","2e fois ou plus",324,553,0.586820224
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",3,"18 to 24 years","18 à 24 ans",886,1415,0.626144926
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",4,"25 to 34 years","25 à 34 ans",2037,2416,0.843231372
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",5,"35 to 44 years","35 à 44 ans",1834,2499,0.733942926
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",6,"45 to 54 years","45 à 54 ans",1912,2588,0.73890214
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",7,"55 to 64 years","55 à 64 ans",2457,2634,0.932757641
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",8,"65 to 74 years","65 à 74 ans",853,1333,0.639914692
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",9,"75 years and over","75 ans et plus",666,673,0.99
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Female","Femme",10,"All ages","Tous les âges",10645,80,0.7852066806
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",1,"First time","1re fois",436,933,0.467092464
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",2,"Not first time","2e fois ou plus",408,662,0.616524977
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",3,"18 to 24 years","18 à 24 ans",844,1594,0.529107607
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",4,"25 to 34 years","25 à 34 ans",1473,2421,0.608504921
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",5,"35 to 44 years","35 à 44 ans",1267,2262,0.560307964
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",6,"45 to 54 years","45 à 54 ans",1925,2554,0.75369249
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",7,"55 to 64 years","55 à 64 ans",2280,2901,0.785976199
2015,"GE 42, 2015","ÉG 42, 2015",60,"Yukon","Yukon","Male","Homme",8,"65 to 74 years","65 à 74 ans",1546,1584,0.975575067
